Source,Date,GPE/LOC
Aljazeera,3_Mar_2022,Ukraine
Aljazeera,3_Mar_2022,Moscow
Aljazeera,23_Mar_202,Russia
Aljazeera,23_Mar_202,Ukraine
Aljazeera,23_Mar_202,Moscow
Aljazeera,23_Mar_202,Moscow
Aljazeera,23_Mar_202,Ukraine
Aljazeera,23_Mar_202,Moscow
Aljazeera,23_Mar_202,Ukraine
Aljazeera,23_Mar_202,Moscow
Aljazeera,3_Mar_2022,Ukraine
Aljazeera,3_Mar_2022,Russia
Aljazeera,3_Mar_2022,Poland
Aljazeera,3_Mar_2022,Ukraine
Aljazeera,3_Mar_2022,Poland
Aljazeera,3_Mar_2022,Ukraine
Aljazeera,30_Mar_202,Russia
Aljazeera,30_Mar_202,China
Aljazeera,30_Mar_202,Ukraine
Aljazeera,30_Mar_202,Russia
Aljazeera,30_Mar_202,China
Aljazeera,30_Mar_202,Moscow
Aljazeera,30_Mar_202,Ukraine
Aljazeera,30_Mar_202,Beijing
Aljazeera,30_Mar_202,Huangshan
Aljazeera,30_Mar_202,Moscow
Aljazeera,30_Mar_202,Russia
Aljazeera,30_Mar_202,China
Aljazeera,30_Mar_202,Afghanistan
Aljazeera,30_Mar_202,US
Aljazeera,30_Mar_202,Russia
Aljazeera,30_Mar_202,Ukraine
Aljazeera,30_Mar_202,Beijing
Aljazeera,30_Mar_202,Russia
Aljazeera,30_Mar_202,Tunxi
Aljazeera,30_Mar_202,China
Aljazeera,17_Mar_202,Russia
Aljazeera,17_Mar_202,Afghanistan
Aljazeera,17_Mar_202,Chechnya
Aljazeera,20_Mar_202,Russia
Aljazeera,20_Mar_202,Russia
Aljazeera,20_Mar_202,Moscow
Aljazeera,3_Mar_2022,Ukraine
Aljazeera,3_Mar_2022,Ukraine
Aljazeera,3_Mar_2022,Warsaw
Aljazeera,3_Mar_2022,Poland
Aljazeera,3_Mar_2022,RUSSIA
Aljazeera,3_Mar_2022,Ukraine
Aljazeera,3_Mar_2022,Russia
Aljazeera,3_Mar_2022,Poland
Aljazeera,17_Mar_202,London
Aljazeera,17_Mar_202,Russia
Aljazeera,21_Mar_202,Ukraine
Aljazeera,21_Mar_202,Mariupol
Aljazeera,21_Mar_202,Moscow
Aljazeera,21_Mar_202,Moscow
Aljazeera,26_Mar_202,Russia
Aljazeera,26_Mar_202,Russia
Aljazeera,5_Mar_2022,Italy
Aljazeera,5_Mar_2022,Italy
Aljazeera,5_Mar_2022,Russia
Aljazeera,5_Mar_2022,Moscow
Aljazeera,5_Mar_2022,the Russian Federation
Aljazeera,26_Mar_202,Chernobyl
Aljazeera,26_Mar_202,Chernobyl
Aljazeera,26_Mar_202,Russia
Aljazeera,9_Mar_2022,Egypt
Aljazeera,9_Mar_2022,Ukraine
Aljazeera,9_Mar_2022,Ukraine
Aljazeera,9_Mar_2022,Egypt
Aljazeera,9_Mar_2022,Russia
Aljazeera,9_Mar_2022,Ukraine
Aljazeera,9_Mar_2022,New York
Aljazeera,9_Mar_2022,Russia
Aljazeera,9_Mar_2022,Ukraine
Aljazeera,1_Mar_2022,Russia
Aljazeera,1_Mar_2022,Russia
Aljazeera,1_Mar_2022,Russia
Aljazeera,1_Mar_2022,Ukraine
Aljazeera,3_Mar_2022,Ukraine
Aljazeera,3_Mar_2022,Russia
Aljazeera,22_Mar_202,Ukraine
Aljazeera,22_Mar_202,Ukraine
Aljazeera,22_Mar_202,Ukraine
Aljazeera,22_Mar_202,Ukraine
Aljazeera,22_Mar_202,Russia
Aljazeera,22_Mar_202,Crimea
Aljazeera,22_Mar_202,Donbas
Aljazeera,23_Mar_202,Russia
Aljazeera,23_Mar_202,Russia
Aljazeera,23_Mar_202,Nesquik
Aljazeera,23_Mar_202,Russia
Aljazeera,23_Mar_202,Russia
Aljazeera,23_Mar_202,Russia
Aljazeera,23_Mar_202,Ukrainian
Aljazeera,23_Mar_202,Russia
Aljazeera,23_Mar_202,Ukraine
Aljazeera,15_Mar_202,Ukrainian
Aljazeera,15_Mar_202,Ukrainian
Aljazeera,15_Mar_202,Russia
Aljazeera,15_Mar_202,Geneva
Aljazeera,24_Mar_202,Ukraine
Aljazeera,24_Mar_202,Blinken
Aljazeera,24_Mar_202,US
Aljazeera,24_Mar_202,North Africa
Aljazeera,24_Mar_202,Russia
Aljazeera,24_Mar_202,Ukraine
Aljazeera,24_Mar_202,Iran
Aljazeera,24_Mar_202,US
Aljazeera,24_Mar_202,Washington
Aljazeera,24_Mar_202,Israel
Aljazeera,24_Mar_202,Morocco
Aljazeera,24_Mar_202,Algeria
Aljazeera,24_Mar_202,Iran
Aljazeera,24_Mar_202,Ukraine
Aljazeera,29_Mar_202,Ukraine
Aljazeera,29_Mar_202,Russia
Aljazeera,7_Mar_2022,Ukraine
Aljazeera,7_Mar_2022,Moscow
Aljazeera,27_Mar_202,Turkey
Aljazeera,27_Mar_202,Russia
Aljazeera,27_Mar_202,Ukraine
Aljazeera,27_Mar_202,Russia
Aljazeera,27_Mar_202,Syria
Aljazeera,27_Mar_202,Libya
Aljazeera,27_Mar_202,Russia
Aljazeera,27_Mar_202,Russia
Aljazeera,27_Mar_202,Russia
Aljazeera,24_Mar_202,Ukraine
Aljazeera,24_Mar_202,Ukraine
Aljazeera,7_Mar_2022,Ukraine
Aljazeera,7_Mar_2022,Russia
Aljazeera,7_Mar_2022,Ukraine
Aljazeera,7_Mar_2022,Russia
Aljazeera,7_Mar_2022,the Russian Federation
Aljazeera,7_Mar_2022,Ukraine
Aljazeera,7_Mar_2022,Russia
Aljazeera,7_Mar_2022,Ukraine
Aljazeera,22_Mar_202,Ukraine
Aljazeera,31_Mar_202,Russia
Aljazeera,31_Mar_202,Ukraine
Aljazeera,31_Mar_202,Russia
Aljazeera,31_Mar_202,Ukraine
Aljazeera,31_Mar_202,Moscow
Aljazeera,31_Mar_202,Russia
Aljazeera,31_Mar_202,Ukraine
Aljazeera,31_Mar_202,Ukraine
Aljazeera,31_Mar_202,Russia
Aljazeera,11_Mar_202,Ukraine Putin
Aljazeera,11_Mar_202,Moscow
Aljazeera,11_Mar_202,Ukraine
Aljazeera,11_Mar_202,Ukraine
Aljazeera,11_Mar_202,Russia
Aljazeera,11_Mar_202,Turkey
Aljazeera,11_Mar_202,Turkey
Aljazeera,15_Mar_202,Brussels
Aljazeera,15_Mar_202,Russia
Aljazeera,15_Mar_202,US
Aljazeera,15_Mar_202,Ukraine
Aljazeera,15_Mar_202,Russia
Aljazeera,15_Mar_202,the United States
Aljazeera,15_Mar_202,Ukraine
Aljazeera,15_Mar_202,Russia
Aljazeera,15_Mar_202,Moscow
Aljazeera,15_Mar_202,Washington
Aljazeera,26_Mar_202,Moscow
Aljazeera,26_Mar_202,Ukraine
Aljazeera,26_Mar_202,Russia
Aljazeera,26_Mar_202,Russia
Aljazeera,26_Mar_202,Warsaw
Aljazeera,26_Mar_202,Poland
Aljazeera,26_Mar_202,US
Aljazeera,26_Mar_202,Ukraine
Aljazeera,26_Mar_202,US
Aljazeera,26_Mar_202,Ukraine
Aljazeera,7_Mar_2022,Ukraine
Aljazeera,7_Mar_2022,Russia
Aljazeera,7_Mar_2022,Russia
Aljazeera,7_Mar_2022,the United States
Aljazeera,7_Mar_2022,Russia
Aljazeera,7_Mar_2022,Belarus
Aljazeera,7_Mar_2022,Russia
Aljazeera,7_Mar_2022,Zhytomyr
Aljazeera,7_Mar_2022,Ukraine
Aljazeera,7_Mar_2022,Zhytomyr
Aljazeera,30_Mar_202,Ukraine
Aljazeera,30_Mar_202,Russia
Aljazeera,30_Mar_202,Russia
Aljazeera,30_Mar_202,Ukraine
Aljazeera,30_Mar_202,Russia
Aljazeera,24_Mar_202,Russia
Aljazeera,24_Mar_202,Ukraine
Aljazeera,24_Mar_202,Russia
Aljazeera,24_Mar_202,G7
Aljazeera,20_Mar_202,Ukraine
Aljazeera,20_Mar_202,the United Kingdom
Aljazeera,20_Mar_202,Ukraine
Aljazeera,20_Mar_202,Ukraine
Aljazeera,20_Mar_202,Ukraine
Aljazeera,5_Mar_2022,Ukraine
Aljazeera,5_Mar_2022,Ukraine
Aljazeera,6_Mar_2022,Ukraine
Aljazeera,6_Mar_2022,Russia
Aljazeera,6_Mar_2022,Ukraine
Aljazeera,6_Mar_2022,Ukraine
Aljazeera,16_Mar_202,Ukraine
Aljazeera,16_Mar_202,Russia
Aljazeera,16_Mar_202,Ukraine
Aljazeera,16_Mar_202,Russia
Aljazeera,16_Mar_202,US
Aljazeera,16_Mar_202,UK
Aljazeera,16_Mar_202,Turkey
Aljazeera,16_Mar_202,Russia
Aljazeera,23_Mar_202,US
Aljazeera,23_Mar_202,US
Aljazeera,23_Mar_202,US
Aljazeera,16_Mar_202,Poland
Aljazeera,16_Mar_202,Poland
Aljazeera,16_Mar_202,Ukraine
Aljazeera,16_Mar_202,Ukraine
Aljazeera,14_Mar_202,Kuleba
Aljazeera,14_Mar_202,US
Aljazeera,14_Mar_202,Russia
Aljazeera,14_Mar_202,the United States
Aljazeera,14_Mar_202,Ukraine
Aljazeera,25_Mar_202,Ukraine
Aljazeera,25_Mar_202,US
Aljazeera,25_Mar_202,Ukraine
Aljazeera,25_Mar_202,Washington
Aljazeera,25_Mar_202,US
Aljazeera,25_Mar_202,Russia
Aljazeera,25_Mar_202,Ukraine has.no
Aljazeera,23_Mar_202,Ukraine
Aljazeera,23_Mar_202,Russia
Aljazeera,23_Mar_202,Ukraine
Aljazeera,23_Mar_202,Moscow
Aljazeera,27_Mar_202,Ukraine
Aljazeera,27_Mar_202,Ukraine
Aljazeera,27_Mar_202,the United States
Aljazeera,27_Mar_202,Ukraine
Aljazeera,27_Mar_202,Ukraine
Aljazeera,27_Mar_202,Moscow
Aljazeera,23_Mar_202,Luhansk
Aljazeera,23_Mar_202,Rubizhne
Aljazeera,23_Mar_202,Luhansk
Aljazeera,21_Mar_202,Ukrainian
Aljazeera,21_Mar_202,Moscow
Aljazeera,2_Mar_2022,Ukrainian
Aljazeera,2_Mar_2022,Kyiv
Aljazeera,2_Mar_2022,Ukraine
Aljazeera,2_Mar_2022,Ukraine
Aljazeera,2_Mar_2022,Kharkiv
Aljazeera,2_Mar_2022,Ukraine
Aljazeera,2_Mar_2022,Russia
Aljazeera,2_Mar_2022,Ukrainian
Aljazeera,4_Mar_2022,Russia
Aljazeera,4_Mar_2022,Russia
Aljazeera,4_Mar_2022,Ukraine
Aljazeera,4_Mar_2022,Ukrainian
Aljazeera,4_Mar_2022,Ukraine
Aljazeera,30_Mar_202,Finland
Aljazeera,30_Mar_202,Russia
Aljazeera,30_Mar_202,Finland
Aljazeera,30_Mar_202,Helsinki
Aljazeera,30_Mar_202,Saint Petersburg
Aljazeera,30_Mar_202,Russia
Aljazeera,30_Mar_202,UK
Aljazeera,14_Mar_202,Chernobyl
Aljazeera,14_Mar_202,Ukraine
Aljazeera,14_Mar_202,Ukraine
Aljazeera,14_Mar_202,Chernobyl
Aljazeera,14_Mar_202,Ukraine
Aljazeera,14_Mar_202,Ukraine
Aljazeera,20_Mar_202,Israel
Aljazeera,20_Mar_202,Israel
Aljazeera,20_Mar_202,Ukraine
Aljazeera,20_Mar_202,Jerusalem
Aljazeera,20_Mar_202,Jerusalem
Aljazeera,20_Mar_202,Israel
Aljazeera,20_Mar_202,Ukraine
Aljazeera,20_Mar_202,Tel Aviv
Aljazeera,18_Mar_202,Russia
Aljazeera,18_Mar_202,Russia
Aljazeera,18_Mar_202,Moscow
Aljazeera,18_Mar_202,a United States
Aljazeera,6_Mar_2022,Israel
Aljazeera,6_Mar_2022,Ukraine
Aljazeera,6_Mar_2022,Israel
Aljazeera,6_Mar_2022,Russia
Aljazeera,6_Mar_2022,Ukraine
Aljazeera,6_Mar_2022,Moscow
Aljazeera,6_Mar_2022,Ukraine
Aljazeera,6_Mar_2022,Israel
Aljazeera,6_Mar_2022,Moscow
Aljazeera,6_Mar_2022,Berlin
Aljazeera,28_Mar_202,China
Aljazeera,28_Mar_202,Russia
Aljazeera,28_Mar_202,China
Aljazeera,28_Mar_202,Russia
Aljazeera,28_Mar_202,Russia
Aljazeera,28_Mar_202,Sibur
Aljazeera,13_Mar_202,Ukraine
Aljazeera,13_Mar_202,Russia
Aljazeera,13_Mar_202,Chechnya
Aljazeera,13_Mar_202,Ukraine
Aljazeera,13_Mar_202,Ukraine
Aljazeera,8_Mar_2022,Russia
Aljazeera,8_Mar_2022,L�
Aljazeera,8_Mar_2022,Russia
Aljazeera,8_Mar_2022,Ukraine
Aljazeera,8_Mar_2022,Russia
Aljazeera,8_Mar_2022,Ukraine
Aljazeera,8_Mar_2022,Ukraine
Aljazeera,5_Mar_2022,Ukraine
Aljazeera,5_Mar_2022,New York
Aljazeera,5_Mar_2022,New York City
Aljazeera,5_Mar_2022,Ukraine
Aljazeera,5_Mar_2022,Ukrainian
Aljazeera,5_Mar_2022,Ukraine
Aljazeera,20_Mar_202,US
Aljazeera,20_Mar_202,Russia
Aljazeera,20_Mar_202,US
Aljazeera,20_Mar_202,Ukraine
Aljazeera,20_Mar_202,Russia
Aljazeera,20_Mar_202,Russia
Aljazeera,20_Mar_202,Russia
Aljazeera,20_Mar_202,Russia
Aljazeera,20_Mar_202,Ukraine
Aljazeera,20_Mar_202,Russia
Aljazeera,20_Mar_202,St Peter�
Aljazeera,20_Mar_202,Vatican City
Aljazeera,20_Mar_202,Rome
Aljazeera,28_Mar_202,Italy
Aljazeera,28_Mar_202,Ukraine
Aljazeera,28_Mar_202,Ukraine
Aljazeera,28_Mar_202,Italy
Aljazeera,28_Mar_202,Ukraine
Aljazeera,28_Mar_202,Ukraine
Aljazeera,15_Mar_202,Ukraine
Aljazeera,15_Mar_202,US
Aljazeera,15_Mar_202,China
Aljazeera,15_Mar_202,US
Aljazeera,15_Mar_202,China
Aljazeera,15_Mar_202,Russia
Aljazeera,15_Mar_202,Ukraine
Aljazeera,15_Mar_202,Moscow
Aljazeera,15_Mar_202,Beijing
Aljazeera,15_Mar_202,US
Aljazeera,15_Mar_202,China
Aljazeera,15_Mar_202,US
Aljazeera,15_Mar_202,China
Aljazeera,10_Mar_202,Moscow
Aljazeera,10_Mar_202,Mariupol
Aljazeera,11_Mar_202,Ukraine
Aljazeera,11_Mar_202,Ankara
Aljazeera,11_Mar_202,Moscow
Aljazeera,11_Mar_202,Kyiv
Aljazeera,11_Mar_202,Ukraine
Aljazeera,9_Mar_2022,Russia
Aljazeera,9_Mar_2022,Ukraine Kyiv
Aljazeera,23_Mar_202,Pakistan
Aljazeera,23_Mar_202,Ukraine
Aljazeera,23_Mar_202,Russia
Aljazeera,23_Mar_202,Ukraine
Aljazeera,23_Mar_202,China
Aljazeera,24_Mar_202,Italy
Aljazeera,24_Mar_202,Russia
Aljazeera,24_Mar_202,Russia
Aljazeera,24_Mar_202,G7
Aljazeera,24_Mar_202,Russia
Aljazeera,20_Mar_202,Japan
Aljazeera,20_Mar_202,UAE
Aljazeera,20_Mar_202,Ukraine
Aljazeera,20_Mar_202,Japan
Aljazeera,20_Mar_202,the United Arab Emirates
Aljazeera,20_Mar_202,Russia
Aljazeera,20_Mar_202,Ukraine
Aljazeera,20_Mar_202,Japan
Aljazeera,20_Mar_202,Germany
Aljazeera,30_Mar_202,Russia
Aljazeera,30_Mar_202,Istanbul
Aljazeera,30_Mar_202,Turkey
Aljazeera,30_Mar_202,Ukraine
Aljazeera,2_Mar_2022,US
Aljazeera,2_Mar_2022,Ukrainian
Aljazeera,2_Mar_2022,US
Aljazeera,2_Mar_2022,Ukraine
Aljazeera,2_Mar_2022,Ukrainian
Aljazeera,2_Mar_2022,US
Aljazeera,25_Mar_202,Ukraine
Aljazeera,25_Mar_202,Belarus
Aljazeera,25_Mar_202,Ukraine
Aljazeera,29_Mar_202,Mariupol
Aljazeera,29_Mar_202,United States
Aljazeera,29_Mar_202,Russia
Aljazeera,29_Mar_202,Britain
Aljazeera,29_Mar_202,France
Aljazeera,29_Mar_202,Germany
Aljazeera,29_Mar_202,Italy
Aljazeera,12_Mar_202,Ukraine
Aljazeera,12_Mar_202,Russia
Aljazeera,12_Mar_202,Ukraine
Aljazeera,29_Mar_202,Ukraine
Aljazeera,29_Mar_202,Russia
Aljazeera,29_Mar_202,Ukraine
Aljazeera,29_Mar_202,Luhansk
Aljazeera,29_Mar_202,Moscow
Aljazeera,28_Mar_202,Russia
Aljazeera,28_Mar_202,Ukraine
Aljazeera,28_Mar_202,Russia
Aljazeera,23_Mar_202,Moscow
Aljazeera,23_Mar_202,Russia
Aljazeera,23_Mar_202,Brussels
Aljazeera,23_Mar_202,Moscow
Aljazeera,23_Mar_202,Russia
Aljazeera,23_Mar_202,Ukraine
Aljazeera,10_Mar_202,Russia
Aljazeera,10_Mar_202,Russia
Aljazeera,10_Mar_202,Mariupol
Aljazeera,10_Mar_202,Russia
Aljazeera,10_Mar_202,Russia
Aljazeera,10_Mar_202,Russia
Aljazeera,10_Mar_202,Ukraine
Aljazeera,10_Mar_202,Ukraine
Aljazeera,23_Mar_202,US
Aljazeera,23_Mar_202,Ukraine
Aljazeera,23_Mar_202,US
Aljazeera,23_Mar_202,Washington
Aljazeera,23_Mar_202,Ukraine
Aljazeera,23_Mar_202,Ukraine
Aljazeera,23_Mar_202,Russia
Aljazeera,23_Mar_202,US
Aljazeera,23_Mar_202,Russia
Aljazeera,23_Mar_202,Ukraine
Aljazeera,23_Mar_202,Ukraine
Aljazeera,23_Mar_202,Russia
Aljazeera,10_Mar_202,Ukraine
Aljazeera,10_Mar_202,US
Aljazeera,10_Mar_202,US
Aljazeera,10_Mar_202,Ukraine
Aljazeera,10_Mar_202,Ukraine
Aljazeera,10_Mar_202,US
Aljazeera,10_Mar_202,Ukraine
Aljazeera,10_Mar_202,US
Aljazeera,18_Mar_202,Sudan
Aljazeera,18_Mar_202,Ukraine
Aljazeera,18_Mar_202,Russia
Aljazeera,18_Mar_202,Ukraine
Aljazeera,18_Mar_202,Moscow
Aljazeera,18_Mar_202,Sudan
Aljazeera,18_Mar_202,Sudan
Aljazeera,18_Mar_202,Khartoum
Aljazeera,25_Mar_202,US
Aljazeera,25_Mar_202,Russia
Aljazeera,25_Mar_202,Ukraine
Aljazeera,25_Mar_202,The United States
Aljazeera,25_Mar_202,Russia
Aljazeera,25_Mar_202,Ukraine
Aljazeera,25_Mar_202,Donbas
Aljazeera,25_Mar_202,US
Aljazeera,25_Mar_202,Russia
Aljazeera,25_Mar_202,Ukraine
Aljazeera,25_Mar_202,Donbas
Aljazeera,25_Mar_202,US
Aljazeera,25_Mar_202,Russia
Aljazeera,25_Mar_202,Georgia
Aljazeera,10_Mar_202,US
Aljazeera,10_Mar_202,Ukraine
Aljazeera,10_Mar_202,US
Aljazeera,10_Mar_202,Ukraine
Aljazeera,10_Mar_202,US
Aljazeera,10_Mar_202,Russia
Aljazeera,10_Mar_202,Ukraine
Aljazeera,10_Mar_202,Ukraine
Aljazeera,10_Mar_202,Ukraine
Aljazeera,22_Mar_202,Transdniestria
Aljazeera,22_Mar_202,Russia
Aljazeera,22_Mar_202,Ukraine
Aljazeera,22_Mar_202,Transdniestria
Aljazeera,22_Mar_202,Moldova
Aljazeera,22_Mar_202,Odesa
Aljazeera,18_Mar_202,Moscow
Aljazeera,18_Mar_202,Russia
Aljazeera,18_Mar_202,Ukraine
Aljazeera,18_Mar_202,Russia
Aljazeera,18_Mar_202,Moscow
Aljazeera,18_Mar_202,Russia
Aljazeera,15_Mar_202,Ukraine
Aljazeera,15_Mar_202,Poland
Aljazeera,15_Mar_202,Ukraine
Aljazeera,24_Mar_202,Russia
Aljazeera,24_Mar_202,US
Aljazeera,24_Mar_202,Ukraine
Aljazeera,24_Mar_202,Brussels
Aljazeera,22_Mar_202,Russia
Aljazeera,22_Mar_202,Ukraine
Aljazeera,14_Mar_202,Russia
Aljazeera,14_Mar_202,Ukraine Russia
Aljazeera,14_Mar_202,Ukraine
Aljazeera,14_Mar_202,Russia
Aljazeera,14_Mar_202,Russia
Aljazeera,14_Mar_202,Ukraine
Aljazeera,23_Mar_202,Russia
Aljazeera,23_Mar_202,New York
Aljazeera,23_Mar_202,Russia
Aljazeera,23_Mar_202,Moscow
Aljazeera,23_Mar_202,Ukraine
Aljazeera,23_Mar_202,Ukraine
Aljazeera,4_Mar_2022,Ukraine
Aljazeera,4_Mar_2022,Ukraine
Aljazeera,4_Mar_2022,Arles
Aljazeera,4_Mar_2022,France
Aljazeera,9_Mar_2022,China
Aljazeera,9_Mar_2022,Ukraine
Aljazeera,9_Mar_2022,Ukraine
Aljazeera,9_Mar_2022,Beijing
Aljazeera,9_Mar_2022,Moscow
Aljazeera,9_Mar_2022,Russia
Aljazeera,17_Mar_202,China
Aljazeera,17_Mar_202,Russia
Aljazeera,17_Mar_202,China
Aljazeera,17_Mar_202,Russia
Aljazeera,17_Mar_202,Ukraine
Aljazeera,17_Mar_202,China
Aljazeera,17_Mar_202,Russia
Aljazeera,17_Mar_202,China
Aljazeera,17_Mar_202,Russia
Aljazeera,17_Mar_202,China
Aljazeera,21_Mar_202,Russia
Aljazeera,21_Mar_202,Ukraine
Aljazeera,6_Mar_2022,Russia
Aljazeera,6_Mar_2022,Ukraine
Aljazeera,6_Mar_2022,Turkey
Aljazeera,6_Mar_2022,Russia
Aljazeera,6_Mar_2022,Ukraine
Aljazeera,6_Mar_2022,Moscow
Aljazeera,2_Mar_2022,Russia
Aljazeera,2_Mar_2022,Ukraine
Aljazeera,2_Mar_2022,Russia
Aljazeera,2_Mar_2022,Ukraine
Aljazeera,2_Mar_2022,Moscow
Aljazeera,2_Mar_2022,Russia
Aljazeera,2_Mar_2022,the Russian Federation
Aljazeera,2_Mar_2022,Ukraine
Aljazeera,2_Mar_2022,Russia
Aljazeera,30_Mar_202,Russia
Aljazeera,30_Mar_202,Ukrainian
Aljazeera,30_Mar_202,Russia
Aljazeera,30_Mar_202,Russia
Aljazeera,30_Mar_202,Ukrainian
Aljazeera,30_Mar_202,Ukraine
Aljazeera,30_Mar_202,Moscow
Aljazeera,30_Mar_202,Ukraine
Aljazeera,11_Mar_202,Hungary
Aljazeera,11_Mar_202,Hungary
Aljazeera,11_Mar_202,Russia
Aljazeera,11_Mar_202,Saudi Arabia
Aljazeera,11_Mar_202,Bulgaria
Aljazeera,10_Mar_202,Russia
Aljazeera,10_Mar_202,Ukraine
Aljazeera,10_Mar_202,Russia
Aljazeera,14_Mar_202,Russia
Aljazeera,14_Mar_202,Russia
Aljazeera,14_Mar_202,Ukraine
Aljazeera,14_Mar_202,France
Aljazeera,14_Mar_202,Ukraine
Aljazeera,30_Mar_202,Ukraine
Aljazeera,30_Mar_202,Ukraine
Aljazeera,30_Mar_202,Lysychansk
Aljazeera,30_Mar_202,Luhansk
Aljazeera,28_Mar_202,UK
Aljazeera,28_Mar_202,Russia
Aljazeera,28_Mar_202,Britain
Aljazeera,28_Mar_202,Russia
Aljazeera,28_Mar_202,Istanbul
Aljazeera,28_Mar_202,UK
Aljazeera,5_Mar_2022,Russia
Aljazeera,5_Mar_2022,Belarus
Aljazeera,5_Mar_2022,Russia
Aljazeera,5_Mar_2022,Russia
Aljazeera,5_Mar_2022,Russia
Aljazeera,11_Mar_202,Ukraine
Aljazeera,11_Mar_202,Ukraine
Aljazeera,24_Mar_202,Ukraine
Aljazeera,24_Mar_202,Russia
Aljazeera,24_Mar_202,Ukraine
Aljazeera,24_Mar_202,Russia
Aljazeera,24_Mar_202,Moscow
Aljazeera,24_Mar_202,Ukraine
Aljazeera,24_Mar_202,Ukraine
Aljazeera,24_Mar_202,Odesa
